,events,hit_distance_sc,launch_angle,launch_speed,estimated_ba_using_speedangle
2062,force_out,33,1,67.5,0.14
2283,single,222,11,93.4,0.771
2710,single,37,-2,106.8,0.463
3328,single,266,22,85.5,0.42
3444,field_out,26,-2,73.7,0.094
2661,field_out,3,-36,80.6,0.069
3633,field_out,4,-25,94.1,0.091
3029,field_out,66,3,85.1,0.326
3070,grounded_into_double_play,37,1,75.7,0.131
3243,single,82,4,96.3,0.494
3661,single,54,1,96.0,0.411
4409,field_out,286,19,92.3,0.38
2532,field_out,164,53,65.0,0.089
2702,double,5,-29,71.5,0.046
3815,field_out,275,33,84.1,0.026
3988,field_out,1,-62,57.8,0.257
4429,single,24,-5,106.0,0.386
3880,field_out,151,9,89.5,0.529
4165,field_out,7,-15,71.9,0.06
2925,field_out,6,-24,77.6,0.037
3928,field_out,3,-40,88.2,0.066
3877,field_out,150,63,76.2,0.014
3430,field_out,43,4,54.0,0.126
2980,field_out,230,55,88.2,0.009
3011,single,30,-1,66.0,0.126
3962,single,241,40,71.8,0.38
4522,double,54,3,66.8,0.166
3714,field_out,377,25,100.7,0.56
4479,field_out,89,3,101.0,0.54
3412,single,177,10,101.0,0.783
3767,field_out,2,-26,97.8,0.089
3949,field_out,265,20,88.5,0.469
4187,single,127,8,98.2,0.634
2096,force_out,6,-22,97.1,0.123
2958,double,347,14,108.8,0.729
323,force_out,151,7,104.9,0.606
705,field_out,235,47,75.9,0.111
814,field_out,17,-6,65.6,0.097
867,double,320,16,100.8,0.566
1036,field_out,339,32,91.6,0.083
1182,double,294,24,91.3,0.16
1206,field_out,231,58,93.1,0.006
1389,double,212,8,111.1,0.794
1536,field_out,264,35,75.2,0.223
980,field_out,15,-8,97.9,0.271
1111,field_out,248,55,87.4,0.014
1185,single,8,-10,73.7,0.069
1355,field_out,10,-12,85.1,0.146
1797,fielders_choice,3,-28,63.2,0.04
1973,single,211,12,89.0,0.786
2020,single,12,-11,101.9,0.257
2245,field_out,346,27,94.4,0.163
1545,grounded_into_double_play,49,1,74.6,0.103
1596,single,18,-3,69.9,0.091
1807,single,6,-24,83.7,0.077
1936,force_out,4,-24,105.3,0.157
2351,single,144,14,75.6,0.531
2592,double,360,25,98.5,0.477
2933,field_out,12,-9,107.4,0.326
3091,home_run,399,26,100.9,0.6
3598,double,381,27,98.4,0.42
4266,field_out,290,49,92.6,0.003
3013,field_out,6,-24,74.7,0.023
3716,double,337,42,95.8,0.023
4240,field_out,3,-25,94.6,0.083
4402,field_out,8,-15,92.5,0.18
2662,field_out,61,3,81.4,0.229
4013,field_out,392,28,102.0,0.694
4347,field_out,127,7,88.2,0.469
3618,field_out,11,-9,82.2,0.114
3512,field_out,5,-26,74.1,0.037
4256,field_out,38,87,70.2,0.0
4243,home_run,403,29,101.5,0.631
2671,field_out,262,18,86.6,0.834
3608,field_out,22,-6,72.4,0.086
2588,field_out,211,52,78.0,0.08
3651,single,86,2,107.0,0.494
3697,force_out,81,7,77.5,0.343
4053,field_out,133,70,76.8,0.006
4416,single,6,-20,95.9,0.117
368,field_out,271,12,103.0,0.917
390,field_out,161,61,73.2,0.02
490,single,32,-2,89.0,0.234
683,double,300,19,97.7,0.34
2461,force_out,5,-28,90.5,0.077
3428,force_out,4,-33,73.9,0.054
4047,single,66,20,38.1,0.203
754,grounded_into_double_play,86,9,63.4,0.209
827,single,185,15,73.6,0.586
923,field_out,4,-33,43.2,0.209
2190,field_out,15,-7,107.8,0.4
2524,single,292,12,101.1,0.917
3514,field_out,2,-37,98.1,0.109
1071,field_out,240,48,84.6,0.003
1197,field_out,345,22,94.9,0.206
607,field_out,37,0,75.1,0.097
676,single,119,10,77.2,0.323
757,field_out,58,83,66.9,0.006
1008,home_run,415,27,104.6,0.889
1102,single,77,2,103.3,0.509
1264,home_run,381,36,101.3,0.351
1263,field_out,223,55,84.5,0.026
1409,force_out,5,-22,84.9,0.074
1646,single,240,17,82.6,0.94
1735,field_out,15,-10,99.5,0.269
1518,field_out,13,-9,72.2,0.074
1568,field_out,11,-14,100.4,0.214
1753,field_out,4,-24,80.4,0.037
1845,home_run,400,31,103.3,0.643
1959,field_error,4,-33,63.5,0.051
2098,field_out,102,69,60.4,0.0
2287,force_out,35,-1,90.2,0.249
2316,single,123,7,92.5,0.497
2432,single,2,-39,71.8,0.109
2666,field_out,300,31,83.9,0.046
2748,field_out,363,22,102.3,0.571
3399,field_out,164,10,105.5,0.82
3969,field_out,368,32,99.3,0.366
4451,single,58,2,102.2,0.52
3735,field_out,12,-10,78.0,0.094
2782,field_out,137,64,87.9,0.0
2972,field_out,7,-15,75.9,0.06
3234,single,232,14,91.3,0.94
4027,field_out,297,34,84.0,0.023
3541,field_out,20,-3,88.0,0.2
4006,field_out,7,-24,77.6,0.037
4485,field_out,27,-4,96.8,0.3
1428,field_out,102,6,79.8,0.303
1482,single,2,-41,68.3,0.134
1814,field_error,62,3,82.7,0.257
2409,field_out,13,-13,96.1,0.174
147,field_out,280,21,93.4,0.231
217,field_out,18,-3,100.8,0.303
287,home_run,350,40,97.6,0.08
387,field_out,100,70,76.4,0.006
439,home_run,349,25,101.6,0.649
2961,field_out,379,19,102.5,0.451
3239,single,82,6,74.7,0.274
4524,field_out,35,83,73.4,0.0
465,grounded_into_double_play,47,2,61.5,0.151
530,field_out,345,22,98.6,0.317
798,single,125,9,95.7,0.643
56,field_out,240,44,80.3,0.031
132,field_out,50,86,70.4,0.0
187,field_out,3,-33,85.1,0.057
847,field_out,1,-59,73.2,0.257
966,force_out,15,-6,101.6,0.294
1051,single,174,15,76.0,0.634
430,single,200,16,78.0,0.803
495,field_out,128,58,59.9,0.02
629,field_out,4,-38,89.5,0.077
1079,field_out,106,6,107.9,0.634
1192,single,52,1,86.8,0.32
1245,field_out,6,-19,93.3,0.109
1329,field_out,3,-27,63.0,0.031
667,field_out,134,12,78.1,0.434
776,field_out,3,-29,92.7,0.103
800,double,311,14,105.4,0.714
950,double,223,18,86.0,0.843
1049,single,165,11,84.4,0.549
1251,single,5,-23,86.0,0.1
1365,field_out,2,-21,75.8,0.037
1491,field_error,11,-8,85.5,0.126
1902,single,287,12,105.8,0.874
2097,field_out,174,59,74.7,0.051
1684,field_out,1,-70,42.6,0.191
1924,sac_fly,340,31,95.4,0.154
2257,double,303,18,98.4,0.394
2244,field_out,51,1,96.9,0.426
2642,field_out,8,-19,90.2,0.094
3215,field_out,381,24,99.1,0.44
3677,field_out,0,-78,55.1,0.171
4122,field_out,300,24,91.2,0.16
2942,field_out,39,1,67.5,0.146
3373,force_out,1,-60,62.9,0.277
3789,force_out,31,-1,67.6,0.12
4386,single,270,22,83.5,0.471
4462,single,187,25,64.4,0.766
2374,field_out,14,-12,78.4,0.094
2687,single,60,3,77.8,0.191
2914,single,118,7,95.3,0.517
3580,single,227,32,69.8,0.783
3711,single,126,9,92.0,0.617
3915,field_out,319,16,101.4,0.566
4210,field_out,86,4,93.2,0.414
2299,single,166,7,99.3,0.629
2420,double,347,28,93.3,0.131
2521,single,,,,
2909,home_run,393,31,102.7,0.643
3855,home_run,401,29,103.8,0.791
4452,field_out,213,56,87.1,0.02
2125,home_run,384,37,98.8,0.217
2275,field_out,302,37,83.0,0.011
2410,field_out,5,-26,82.2,0.043
2927,home_run,373,29,98.1,0.354
3879,double,119,6,105.1,0.58
3130,field_out,117,9,77.3,0.343
3657,field_out,40,-1,102.7,0.409
4101,field_out,8,-21,94.1,0.117
407,field_out,260,34,73.5,0.349
449,single,152,8,105.1,0.691
596,field_out,179,55,72.6,0.089
758,field_out,54,80,66.0,0.006
729,field_out,24,-4,73.4,0.086
794,double,389,24,102.7,0.734
813,field_out,13,-10,84.5,0.134
857,field_out,5,-20,27.8,0.28
967,single,54,1,98.8,0.406
1031,field_out,313,15,103.3,0.649
1038,field_out,302,37,87.5,0.011
1152,field_out,4,-32,95.1,0.12
1369,double,405,25,101.4,0.56
1698,single,133,8,102.1,0.689
1357,field_out,313,20,95.5,0.269
1397,double,165,28,60.5,0.614
1503,single,206,12,101.7,0.934
1557,field_out,65,69,46.6,0.006
1768,grounded_into_double_play,72,4,85.8,0.403
2418,double,294,31,88.8,0.054
2500,home_run,358,22,99.5,0.317
1730,field_out,3,-48,65.3,0.211
1852,field_out,44,2,67.5,0.146
2198,field_out,44,21,28.9,0.211
3945,force_out,104,12,68.4,0.314
1101,single,121,10,75.3,0.326
1362,double,338,26,96.9,0.331
1434,home_run,369,24,103.4,0.734
1705,field_out,166,14,73.4,0.483
2254,field_out,247,31,71.6,0.649
2717,field_out,4,-26,89.8,0.071
1806,field_out,212,61,93.2,0.0
1887,single,211,24,71.1,0.926
2452,field_out,4,-27,83.4,0.046
2779,home_run,403,33,99.0,0.32
3320,field_out,4,-35,67.8,0.06
3935,field_out,5,-29,87.3,0.049
4323,field_out,54,0,97.8,0.397
4125,field_out,159,9,107.1,0.754
3089,field_out,129,10,80.4,0.389
3327,home_run,353,38,94.2,0.077
3669,field_out,322,21,90.9,0.26
4112,single,73,2,105.8,0.494
2350,grounded_into_double_play,4,-19,100.7,0.174
3554,field_out,301,32,86.1,0.026
4038,field_out,13,-11,95.6,0.2
15,field_out,285,41,86.4,0.017
98,single,216,9,108.4,0.777
11,field_out,6,-32,85.0,0.057
196,field_out,1,-56,75.2,0.229
254,field_out,260,20,90.7,0.36
319,field_out,303,36,88.5,0.02
388,single,188,9,94.9,0.597
543,field_out,27,-4,83.1,0.16
576,single,200,38,66.7,0.646
748,field_out,122,6,107.1,0.603
541,single,164,12,75.3,0.36
849,field_out,16,-6,92.7,0.217
815,field_out,220,41,71.2,0.386
862,single,101,4,105.9,0.566
928,field_out,248,50,88.0,0.014
1015,single,223,42,69.8,0.394
1281,single,197,10,102.0,0.809
1446,field_out,382,30,99.7,0.503
1212,force_out,16,-7,67.6,0.091
1301,single,175,11,99.7,0.88
1502,single,274,22,88.3,0.303
1570,single,144,21,58.0,0.403
1666,field_out,301,40,84.1,0.02
1915,field_out,5,-29,85.9,0.049
1853,field_out,366,22,102.7,0.666
2243,field_out,333,19,94.4,0.349
2388,field_out,2,-51,84.2,0.16
2551,field_out,160,49,56.9,0.08
2590,field_out,85,70,66.7,0.006
2821,single,170,10,102.1,0.809
3118,field_out,304,40,89.8,0.011
3708,field_out,150,8,103.4,0.683
2667,field_out,19,-6,68.4,0.089
2751,field_out,266,49,92.5,0.003
3933,field_out,26,82,89.7,0.014
3898,field_out,3,-30,99.5,0.109
4555,field_out,215,57,89.6,0.009
2872,field_out,16,-6,104.3,0.354
3289,field_out,2,-41,,
1637,double,378,24,104.9,0.869
2320,single,289,10,109.2,0.871
2382,field_out,24,-6,97.7,0.28
2447,field_out,47,-1,107.6,0.463
3963,field_out,225,58,86.8,0.023
2504,field_out,6,-25,92.8,0.071
3180,field_out,180,58,81.5,0.04
3199,single,10,-11,98.3,0.22
3603,single,236,29,77.1,0.311
3358,field_out,351,32,96.1,0.189
3968,field_out,277,14,98.2,0.869
4296,field_out,315,39,93.2,0.037
3204,field_out,6,-28,107.1,0.114
3378,double,354,19,102.6,0.466
3845,double_play,168,6,109.0,0.669
383,single,211,14,86.9,0.931
391,single,185,17,78.8,0.889
149,field_out,231,56,87.3,0.02
371,single,272,16,97.8,0.646
496,field_out,85,7,72.3,0.191
486,grounded_into_double_play,14,-6,76.4,0.094
547,field_out,377,34,103.7,0.629
715,field_out,47,-1,89.6,0.249
853,field_out,4,-32,101.5,0.097
979,single,116,6,91.2,0.474
1057,single,212,10,108.8,0.871
1007,field_out,350,25,99.0,0.477
1607,field_out,15,-9,81.3,0.111
1635,field_out,129,7,104.3,0.614
1093,force_out,20,-4,99.7,0.326
1339,field_out,298,18,96.8,0.403
1514,single,219,12,95.2,0.894
1811,grounded_into_double_play,25,-3,92.4,0.251
2235,field_out,237,56,86.2,0.02
1761,grounded_into_double_play,5,-25,98.4,0.094
2169,field_out,33,0,57.8,0.126
2479,double_play,176,16,76.9,0.774
2635,single,30,6,32.0,0.234
2727,single,228,31,69.3,0.851
2931,field_out,342,19,106.7,0.674
2220,field_out,23,-2,53.0,0.111
2252,field_out,2,-54,80.3,0.197
2428,double,130,6,108.8,0.669
2611,double,260,14,97.6,0.869
2877,single,208,18,79.3,0.946
3167,field_out,339,28,89.2,0.086
3020,force_out,6,-20,85.8,0.091
4425,single,124,11,75.7,0.349
4547,field_out,195,61,93.7,0.003
3233,grounded_into_double_play,7,-15,107.4,0.226
3386,single,6,-20,103.8,0.2
3720,field_out,6,-27,87.3,0.04
3889,field_out,131,71,83.8,0.006
3527,field_out,2,-34,104.0,0.1
3952,field_out,5,-29,82.2,0.043
3340,field_out,1,-63,62.5,0.26
3809,double_play,173,15,78.5,0.717
1920,double,283,16,98.5,0.586
2081,fielders_choice_out,24,-4,96.0,0.314
121,field_out,9,-12,97.5,0.214
207,field_out,248,51,87.3,0.014
233,field_out,312,39,89.7,0.02
3144,field_out,2,-33,81.8,0.06
3250,fielders_choice_out,132,11,75.5,0.329
3522,field_out,5,-26,88.4,0.06
4017,double,334,21,95.2,0.226
256,field_out,4,-30,92.3,0.094
286,field_out,347,36,94.1,0.083
4454,single,210,37,66.8,0.677
2457,field_out,129,64,69.4,0.006
692,single,254,12,101.4,0.917
809,single,119,7,103.6,0.614
864,field_out,9,-18,79.6,0.063
959,field_out,268,37,77.2,0.089
2750,grounded_into_double_play,96,4,91.3,0.377
3263,field_out,293,37,88.4,0.011
3349,single,6,-15,102.7,0.223
1255,home_run,405,28,102.5,0.757
3536,field_out,5,-24,87.4,0.089
3974,force_out,57,4,62.9,0.171
494,single,233,12,103.3,0.917
744,single,193,8,105.3,0.691
859,double,401,19,109.1,0.794
1110,single,4,-10,96.3,0.191
1890,field_out,4,-29,72.3,0.046
1934,field_out,232,58,99.5,0.02
1222,field_out,141,16,63.0,0.4
1473,double,359,26,95.4,0.191
1528,single,114,4,93.8,0.426
2158,field_out,311,34,87.2,0.017
2201,double,209,44,69.9,0.303
2467,single,108,5,106.9,0.58
2306,field_out,1,-41,87.9,0.074
2593,field_out,110,68,70.8,0.0
2950,double,308,18,112.1,0.809
3456,single,207,21,71.0,0.914
3981,field_out,17,-6,96.8,0.246
4252,field_out,15,-8,97.9,0.271
4458,field_out,6,-20,101.4,0.16
3179,field_out,311,44,97.3,0.02
3330,field_out,4,-39,76.8,0.097
2308,field_out,287,14,99.1,0.829
2736,field_out,294,37,85.4,0.011
2810,field_out,10,-15,89.2,0.12
3631,field_out,292,17,89.2,0.814
3858,field_out,314,32,86.3,0.026
4046,field_out,57,3,86.3,0.357
3372,force_out,58,3,84.1,0.294
4387,field_out,180,51,66.3,0.126
2811,sac_fly,310,33,84.2,0.026
2912,single,41,-1,103.9,0.429
32,field_out,311,22,96.2,0.209
114,double,150,10,84.1,0.497
255,field_out,392,36,105.6,0.631
49,field_out,95,11,62.0,0.257
96,field_out,363,27,98.0,0.42
264,field_out,334,28,90.8,0.103
329,single,192,17,76.6,0.849
507,field_out,71,3,97.3,0.506
535,field_out,15,-9,86.1,0.12
165,field_out,2,-48,72.8,0.149
262,field_error,229,51,79.5,0.049
310,field_out,297,38,86.9,0.011
817,field_out,8,-17,80.4,0.069
852,field_out,345,43,103.2,0.154
626,field_out,321,42,94.0,0.006
668,field_out,157,63,75.4,0.009
942,field_out,25,0,46.2,0.146
971,field_out,298,44,90.7,0.006
1027,field_out,12,-8,71.9,0.071
1129,field_out,121,73,86.0,0.006
1230,field_out,329,45,100.3,0.026
1277,field_out,1,-60,82.6,0.269
1546,field_out,67,76,91.2,0.009
1321,field_out,254,32,77.5,0.203
1701,field_out,305,42,90.9,0.003
1794,single,265,14,101.7,0.754
2276,single,105,6,100.9,0.663
2365,field_out,30,-1,58.2,0.117
2574,single,11,-15,97.8,0.177
2965,single,249,14,98.5,0.869
1971,field_out,155,10,102.7,0.837
3104,field_out,289,44,88.9,0.009
3305,field_out,9,-13,82.4,0.114
3562,field_out,3,-35,100.0,0.097
4037,home_run,406,32,105.9,0.806
3564,force_out,2,-48,46.3,0.209
4526,field_out,13,-8,95.8,0.234
2030,field_out,94,73,67.9,0.006
2138,field_out,213,56,92.4,0.003
3739,field_out,213,58,90.9,0.006
4014,field_out,315,27,96.8,0.34
2341,field_out,302,40,85.5,0.02
2496,field_out,58,1,89.5,0.277
2953,field_out,236,38,72.5,0.351
2636,field_out,252,50,88.9,0.014
2954,single,185,15,85.4,0.937
4293,field_out,148,66,96.4,0.023
3121,field_out,7,-16,109.8,0.203
3613,field_out,313,44,94.6,0.014
4421,field_out,298,41,87.6,0.006
3744,field_out,364,31,98.6,0.4
4242,home_run,423,32,107.5,0.889
3094,field_out,2,-44,69.0,0.171
3439,single,25,-4,102.3,0.329
4427,single,139,11,78.0,0.38
198,field_out,156,13,95.0,0.931
299,field_out,2,-36,86.8,0.066
411,single,45,-1,102.0,0.391
642,field_out,29,-3,101.2,0.303
3258,field_out,299,31,82.4,0.057
4166,single,213,14,88.7,0.96
4664,field_out,53,88,74.6,0.006
807,field_out,306,22,91.8,0.194
947,field_out,250,41,76.4,0.123
179,fielders_choice_out,3,-25,55.0,0.08
380,double,131,9,84.5,0.471
1151,field_out,131,9,105.9,0.78
1191,field_out,289,14,105.9,0.7
454,field_out,15,-10,88.8,0.166
551,field_out,256,16,94.1,0.737
680,sac_fly,304,48,102.3,0.029
957,single,69,2,85.5,0.311
981,single,6,-24,47.4,0.177
1366,field_out,339,40,95.8,0.049
1550,field_out,290,49,92.0,0.009
1628,field_out,260,49,88.8,0.009
1256,force_out,64,1,101.6,0.5
1682,force_out,255,17,89.0,0.814
2059,single,206,11,90.3,0.7
2633,field_out,1,-48,58.5,0.171
2830,single,217,13,92.7,0.931
3008,home_run,372,40,105.2,0.371
3177,field_out,313,24,91.0,0.16
4023,field_error,10,-13,94.1,0.166
4149,home_run,373,26,98.4,0.406
2512,home_run,365,27,104.1,0.837
2840,field_out,119,66,75.7,0.009
3489,force_out,4,-34,29.0,0.28
2999,single,231,13,89.5,0.92
3910,sac_fly,314,39,88.9,0.02
4693,fielders_choice,83,5,75.9,0.254
3304,field_out,88,72,79.9,0.006
3475,field_out,190,60,90.7,0.006
3717,field_out,139,65,70.0,0.003
3679,field_out,267,45,84.5,0.006
4353,field_out,22,-4,67.1,0.1
3272,field_out,144,68,81.2,0.009
3461,field_out,361,31,96.5,0.209
2470,force_out,13,-8,88.9,0.154
2579,single,223,25,70.8,0.931
2759,single,209,15,100.2,0.683
4133,field_out,45,2,76.6,0.163
205,sac_fly,361,25,96.3,0.26
263,field_out,3,-34,90.5,0.094
342,double,285,12,108.2,0.891
3148,field_out,277,38,80.0,0.02
3454,field_out,2,-38,70.7,0.097
424,field_out,14,-7,90.2,0.149
167,field_out,289,40,87.9,0.009
249,single,171,15,84.4,0.917
822,field_out,46,0,103.1,0.469
856,field_out,39,1,88.8,0.277
978,field_out,282,48,93.3,0.0
427,field_out,82,6,75.5,0.283
451,double,223,12,107.8,0.891
648,field_out,353,18,107.2,0.62
752,field_out,12,-13,96.7,0.203
1124,field_out,258,37,77.3,0.089
1515,field_out,4,-23,100.0,0.14
768,field_out,248,53,94.9,0.006
876,single,30,-3,88.7,0.197
977,field_out,33,87,67.1,0.006
1226,single,8,-12,107.7,0.263
1854,field_error,23,-3,92.2,0.251
1941,field_out,276,27,81.9,0.18
2071,field_out,9,-13,76.0,0.071
1435,field_out,303,25,90.3,0.16
1458,field_out,300,25,85.8,0.14
1569,single,15,-10,104.5,0.286
1749,field_out,30,-1,65.9,0.126
2307,grounded_into_double_play,8,-23,85.5,0.083
2883,field_out,71,2,110.4,0.583
1912,field_out,293,36,79.8,0.034
2000,double,203,20,78.7,0.937
3652,field_out,265,39,77.3,0.08
3700,double,213,10,101.5,0.809
4117,field_out,9,-12,104.0,0.266
3266,grounded_into_double_play,4,-20,99.3,0.129
4211,field_out,295,23,83.2,0.411
1824,field_out,9,-12,103.7,0.266
1927,field_out,286,39,81.6,0.026
1700,field_out,22,84,80.0,0.014
1918,field_out,221,59,93.3,0.006
3797,single,1,-54,52.6,0.209
4419,field_out,3,-32,62.7,0.057
1981,force_out,80,2,110.7,0.574
2288,field_out,295,19,94.5,0.349
2964,single,292,16,103.5,0.531
3037,single,84,3,91.9,0.386
3193,single,16,-9,104.6,0.32
4655,field_out,104,4,105.5,0.58
2937,field_out,10,-14,102.7,0.246
3469,grounded_into_double_play,46,2,69.9,0.126
3864,single,89,6,78.5,0.323
2825,home_run,410,26,104.4,0.829
3742,single,22,-5,89.3,0.174
4587,field_out,300,41,89.7,0.011
2697,field_out,324,29,88.1,0.071
2852,single,13,-8,99.9,0.28
2939,field_out,5,-20,87.0,0.094
1888,field_out,186,38,61.7,0.503
3391,field_out,19,-5,90.3,0.151
3881,field_out,86,6,85.2,0.403
3552,field_out,339,38,93.9,0.077
3675,field_out,6,-16,70.4,0.057
4303,field_out,277,23,85.1,0.297
214,single,229,7,107.5,0.637
276,home_run,423,27,111.0,0.991
2799,single,53,1,95.0,0.414
423,single,175,11,99.8,0.88
594,sac_fly,326,29,89.6,0.083
672,single,13,-9,94.5,0.206
895,single,1,-67,58.3,0.214
913,field_out,275,21,83.7,0.549
251,single,53,0,108.2,0.494
422,single,210,14,111.1,0.774
592,field_out,6,-18,75.1,0.049
1378,double,283,17,100.7,0.423
1721,single,59,1,89.9,0.271
1907,field_out,3,-27,69.0,0.037
772,field_out,301,39,90.0,0.02
805,field_out,288,35,81.5,0.029
1029,single,196,10,102.4,0.809
1374,field_out,324,29,91.3,0.097
2152,field_out,3,-23,98.3,0.114
2394,field_out,75,76,82.9,0.02
2578,field_out,3,-35,66.6,0.066
1672,single,261,22,83.7,0.471
1788,field_out,125,65,64.7,0.006
2007,field_out,217,51,80.2,0.049
2713,field_out,5,-18,85.5,0.103
3033,sac_fly,279,25,85.1,0.16
3129,single,196,20,71.6,0.9
3578,double,200,12,97.7,0.906
4497,field_out,41,-2,97.8,0.34
2132,field_out,356,32,96.1,0.189
2184,single,125,6,99.4,0.62
2417,field_out,17,-5,91.1,0.166
2899,home_run,445,26,111.8,0.989
3891,home_run,431,31,107.7,0.923
4581,single,229,12,106.6,0.903
4072,field_out,369,30,95.5,0.217
4542,field_out,280,50,94.6,0.0
27,field_out,60,1,102.3,0.5
63,field_out,305,17,102.5,0.489
3238,single,28,-3,89.8,0.206
4225,field_out,354,15,108.5,0.683
4645,home_run,383,38,99.4,0.154
228,field_out,5,-27,78.5,0.046
308,field_out,3,-46,75.4,0.14
4083,field_out,148,58,65.5,0.017
289,double,387,27,99.5,0.54
344,field_out,7,-20,97.3,0.114
482,field_out,354,23,98.0,0.337
531,field_out,363,31,92.6,0.109
578,field_out,7,-23,84.3,0.077
534,single,249,15,97.7,0.76
554,field_out,9,-11,100.3,0.269
712,field_out,32,1,45.3,0.166
743,field_out,1,-60,75.8,0.257
780,field_out,358,18,107.2,0.62
612,field_out,331,20,95.5,0.269
855,single,29,-2,75.3,0.103
919,field_out,85,4,106.7,0.574
1153,field_out,21,86,76.1,0.009
1155,field_out,2,-61,67.8,0.26
1269,single,243,22,75.6,0.92
1517,field_out,338,35,95.9,0.12
1563,home_run,464,27,113.8,0.994
1547,field_out,321,41,90.8,0.009
1576,field_out,285,28,81.0,0.146
1740,field_out,178,66,87.0,0.003
1922,field_out,207,59,87.3,0.023
2172,single,366,21,106.1,0.774
2443,field_out,13,-5,76.5,0.111
2222,single,258,12,106.7,0.903
3040,single,177,8,108.6,0.751
3913,field_out,283,16,99.0,0.586
4379,home_run,435,32,108.3,0.889
2696,grounded_into_double_play,45,1,78.8,0.177
2791,field_out,156,56,64.2,0.034
2969,single,279,26,82.4,0.229
3572,single,11,-13,100.6,0.243
4281,single,198,14,85.6,0.911
3016,field_out,285,34,85.7,0.017
3176,field_out,333,29,91.4,0.097
3747,field_out,305,24,87.8,0.183
3087,field_out,254,27,76.6,0.449
4007,field_out,4,-32,89.3,0.086
4496,field_out,5,-27,75.4,0.049
3157,grounded_into_double_play,5,-13,93.6,0.166
3321,single,259,19,95.7,0.311
3420,single,151,13,74.4,0.383
4147,field_out,58,2,94.1,0.411
2615,field_out,31,82,72.5,0.003
3246,field_out,296,25,83.8,0.197
3356,single,110,6,93.7,0.471
3841,grounded_into_double_play,81,4,92.0,0.406
4177,single,245,14,96.9,0.9
3823,field_out,5,-21,77.2,0.031
4245,single,214,14,84.4,0.846
4558,double,60,1,111.7,0.52
4679,double,257,13,102.7,0.88
3544,single,25,-2,62.9,0.131
3876,field_out,305,41,96.3,0.04
3975,field_out,338,33,97.0,0.197
4212,single,8,-16,84.6,0.106
52,field_out,342,32,92.9,0.091
83,field_out,166,62,97.5,0.017
102,field_out,193,60,96.2,0.014
961,single,221,13,102.1,0.894
1118,force_out,22,-5,71.8,0.086
1213,single,55,1,95.1,0.414
302,field_out,302,43,94.6,0.017
1314,field_out,12,-7,87.3,0.114
1527,field_out,7,-16,89.2,0.097
520,field_out,159,62,75.5,0.02
711,single,261,13,105.1,0.783
806,field_out,209,55,84.1,0.026
1703,field_out,98,6,89.9,0.446
1857,field_out,339,24,96.6,0.3
1928,field_out,8,-22,91.0,0.097
1137,field_out,87,74,80.8,0.011
2533,field_out,20,-10,101.4,0.254
2772,field_out,21,-6,103.0,0.323
2517,field_out,238,51,87.0,0.014
4160,field_out,320,17,97.2,0.52
4412,field_out,204,57,93.2,0.006
2718,field_out,2,-26,83.7,0.043
3245,field_out,45,0,96.7,0.366
2905,field_out,333,43,98.9,0.043
3425,field_out,345,32,92.0,0.083
3444,home_run,416,29,106.1,0.894
4099,field_out,206,59,86.4,0.029
4314,home_run,426,28,105.2,0.854
2845,field_out,276,30,80.5,0.077
3189,field_out,121,68,90.9,0.014
4618,single,2,-64,35.3,0.229
3088,field_out,4,-33,88.6,0.097
3551,field_out,37,-1,100.8,0.4
3896,field_out,367,30,96.5,0.217
115,field_out,297,40,84.3,0.02
169,grounded_into_double_play,8,-12,80.1,0.1
236,single,186,35,63.7,0.669
3392,field_out,6,-22,88.1,0.114
4105,field_out,32,-1,86.1,0.237
332,field_out,206,56,80.3,0.054
428,single,251,22,77.8,0.877
598,field_out,117,10,75.9,0.334
644,field_out,21,-3,85.6,0.171
2693,field_out,3,-38,55.8,0.111
873,field_out,11,-11,100.6,0.274
405,grounded_into_double_play,77,4,100.2,0.557
599,single,5,-22,81.1,0.029
740,single,100,5,102.5,0.603
785,single,210,12,104.4,0.889
874,field_out,366,30,104.5,0.794
1302,field_out,14,-11,60.4,0.086
1343,double,215,17,83.8,0.951
1855,single,102,3,111.6,0.623
1005,field_out,298,37,90.1,0.026
1042,field_out,283,39,85.8,0.011
1233,force_out,6,-14,102.4,0.234
1352,field_error,27,-2,92.5,0.274
1930,field_out,129,15,69.3,0.466
1967,field_out,8,-15,86.3,0.114
2179,field_out,200,51,77.1,0.083
1495,force_out,58,2,98.8,0.426
1539,single,237,11,105.0,0.889
1597,sac_fly,327,25,94.3,0.169
1691,field_out,314,38,87.2,0.011
1969,single,2,-49,72.7,0.169
2291,field_out,59,5,65.3,0.177
2520,field_out,9,-17,86.9,0.1
2634,field_out,12,-11,102.7,0.26
2205,field_out,66,9,56.0,0.166
2446,triple,392,25,102.8,0.729
2806,field_out,15,-10,100.6,0.254
3137,double,84,6,79.5,0.303
3448,single,3,-38,76.5,0.1
3692,field_out,5,-20,96.7,0.114
4506,field_out,294,45,91.9,0.003
3002,field_out,,,,
3218,double_play,102,6,92.1,0.48
3468,single,135,8,94.8,0.58
2277,field_out,9,-13,81.9,0.114
2656,single,172,8,107.5,0.689
3162,field_out,379,39,100.6,0.223
770,single,254,25,75.3,0.777
3435,force_out,4,-30,79.8,0.049
3859,single,257,16,85.9,0.949
